Datetime,BTC-USD,ETH-USD
2022-10-18 13:59:00+00:00,19563.6015625,1323.82861328125
2022-10-18 14:00:00+00:00,19560.431640625,1323.526123046875
2022-10-18 14:01:00+00:00,19553.533203125,1322.9722900390625
2022-10-18 14:02:00+00:00,19558.560546875,1323.57666015625
2022-10-18 14:03:00+00:00,19558.388671875,1323.77880859375
2022-10-18 14:04:00+00:00,19567.513671875,1324.4415283203125
2022-10-18 14:05:00+00:00,19569.3984375,1324.78759765625
2022-10-18 14:07:00+00:00,19569.267578125,1324.76123046875
2022-10-18 14:08:00+00:00,19561.802734375,1324.1329345703125
2022-10-18 14:10:00+00:00,19562.11328125,1323.9674072265625
2022-10-18 14:11:00+00:00,19564.318359375,1324.1607666015625
2022-10-18 14:13:00+00:00,19564.431640625,1324.1824951171875
2022-10-18 14:14:00+00:00,19570.33203125,1324.444091796875
2022-10-18 14:15:00+00:00,19569.263671875,1324.3775634765625
2022-10-18 14:16:00+00:00,19567.8828125,1324.0286865234375
2022-10-18 14:17:00+00:00,19560.013671875,1323.1329345703125
2022-10-18 14:18:00+00:00,19553.919921875,1321.903076171875
2022-10-18 14:19:00+00:00,19548.55078125,1321.46044921875
2022-10-18 14:20:00+00:00,19538.603515625,1320.8289794921875
2022-10-18 14:22:00+00:00,19532.85546875,1320.111083984375
2022-10-18 14:23:00+00:00,19528.025390625,1318.895751953125
2022-10-18 14:25:00+00:00,19519.65234375,1317.9598388671875
2022-10-18 14:26:00+00:00,19503.130859375,1316.3590087890625
2022-10-18 14:27:00+00:00,19507.091796875,1316.507568359375
2022-10-18 14:28:00+00:00,19508.029296875,1316.4857177734375
2022-10-18 14:29:00+00:00,19505.609375,1316.470703125
2022-10-18 14:30:00+00:00,19504.751953125,1316.228271484375
2022-10-18 14:31:00+00:00,19503.052734375,1316.116455078125
2022-10-18 14:32:00+00:00,19486.08203125,1314.8018798828125
2022-10-18 14:33:00+00:00,19468.5234375,1313.4122314453125
2022-10-18 14:34:00+00:00,19443.453125,1311.6881103515625
2022-10-18 14:35:00+00:00,19440.498046875,1311.5728759765625
2022-10-18 14:37:00+00:00,19441.640625,1311.911865234375
2022-10-18 14:38:00+00:00,19432.46875,1311.20263671875
2022-10-18 14:40:00+00:00,19432.044921875,1311.198486328125
2022-10-18 14:41:00+00:00,19420.78515625,1310.6654052734375
2022-10-18 14:43:00+00:00,19430.857421875,1311.390869140625
2022-10-18 14:44:00+00:00,19446.306640625,1312.4986572265625
2022-10-18 14:46:00+00:00,19450.66796875,1313.1744384765625
2022-10-18 14:47:00+00:00,19450.396484375,1312.978271484375
2022-10-18 14:49:00+00:00,19454.6640625,1312.9176025390625
2022-10-18 14:50:00+00:00,19462.484375,1313.5604248046875
2022-10-18 14:52:00+00:00,19454.005859375,1312.4600830078125
2022-10-18 14:53:00+00:00,19450.99609375,1311.7459716796875
2022-10-18 14:54:00+00:00,19450.806640625,1311.4949951171875
2022-10-18 14:55:00+00:00,19448.9609375,1311.40234375
2022-10-18 14:56:00+00:00,19449.76953125,1310.9085693359375
2022-10-18 14:57:00+00:00,19448.908203125,1310.743408203125
2022-10-18 14:58:00+00:00,19442.96484375,1310.199951171875
2022-10-18 14:59:00+00:00,19444.56640625,1310.1075439453125
2022-10-18 15:01:00+00:00,19439.24609375,1309.730224609375
2022-10-18 15:02:00+00:00,19435.115234375,1309.4332275390625
2022-10-18 15:03:00+00:00,19436.0234375,1309.899169921875
2022-10-18 15:04:00+00:00,19438.703125,1310.28125
2022-10-18 15:05:00+00:00,19446.69921875,1310.7001953125
2022-10-18 15:06:00+00:00,19447.58984375,1310.7156982421875
2022-10-18 15:07:00+00:00,19444.625,1310.37158203125
2022-10-18 15:08:00+00:00,19440.224609375,1309.805419921875
2022-10-18 15:09:00+00:00,19432.939453125,1309.191650390625
2022-10-18 15:10:00+00:00,19425.283203125,1308.8966064453125
2022-10-18 15:11:00+00:00,19423.791015625,1308.95361328125
2022-10-18 15:12:00+00:00,19422.193359375,1309.1043701171875
2022-10-18 15:13:00+00:00,19423.279296875,1309.2041015625
2022-10-18 15:14:00+00:00,19408.458984375,1307.8712158203125
2022-10-18 15:15:00+00:00,19408.173828125,1307.6346435546875
2022-10-18 15:16:00+00:00,19398.45703125,1307.004150390625
2022-10-18 15:17:00+00:00,19393.8515625,1306.6121826171875
2022-10-18 15:18:00+00:00,19389.16015625,1306.4534912109375
2022-10-18 15:19:00+00:00,19388.45703125,1306.5328369140625
2022-10-18 15:20:00+00:00,19388.90625,1307.009033203125
2022-10-18 15:22:00+00:00,19380.87890625,1306.629150390625
2022-10-18 15:23:00+00:00,19377.486328125,1306.5068359375
2022-10-18 15:25:00+00:00,19381.80859375,1307.1304931640625
2022-10-18 15:26:00+00:00,19376.115234375,1307.1666259765625
2022-10-18 15:27:00+00:00,19371.884765625,1307.25244140625
2022-10-18 15:28:00+00:00,19373.4296875,1308.031005859375
2022-10-18 15:29:00+00:00,19366.435546875,1307.847900390625
2022-10-18 15:31:00+00:00,19373.22265625,1308.077392578125
2022-10-18 15:32:00+00:00,19366.384765625,1308.0316162109375
2022-10-18 15:33:00+00:00,19366.22265625,1308.02783203125
2022-10-18 15:34:00+00:00,19365.93359375,1308.687255859375
2022-10-18 15:35:00+00:00,19366.037109375,1308.8997802734375
2022-10-18 15:37:00+00:00,19363.5625,1308.8048095703125
2022-10-18 15:38:00+00:00,19362.78125,1308.60302734375
2022-10-18 15:40:00+00:00,19357.333984375,1308.152099609375
2022-10-18 15:41:00+00:00,19358.556640625,1307.3839111328125
2022-10-18 15:42:00+00:00,19350.810546875,1307.0830078125
2022-10-18 15:43:00+00:00,19343.3046875,1306.40869140625
2022-10-18 15:44:00+00:00,19340.2578125,1305.4793701171875
2022-10-18 15:45:00+00:00,19331.7265625,1304.683349609375
2022-10-18 15:46:00+00:00,19334.326171875,1304.321533203125
2022-10-18 15:47:00+00:00,19336.095703125,1304.044189453125
2022-10-18 15:49:00+00:00,19349.0234375,1304.6435546875
2022-10-18 15:50:00+00:00,19357.826171875,1305.265625
2022-10-18 15:51:00+00:00,19357.986328125,1305.3671875
2022-10-18 15:52:00+00:00,19351.134765625,1305.45068359375
2022-10-18 15:53:00+00:00,19354.244140625,1305.7147216796875
2022-10-18 15:55:00+00:00,19361.26953125,1306.203369140625
2022-10-18 15:56:00+00:00,19367.970703125,1306.935302734375
2022-10-18 15:57:00+00:00,19364.71875,1306.904296875
2022-10-18 15:58:00+00:00,19364.35546875,1306.984130859375
2022-10-18 15:59:00+00:00,19358.90625,1307.19482421875
2022-10-18 16:00:00+00:00,19359.955078125,1307.2860107421875
2022-10-18 16:01:00+00:00,19363.271484375,1307.3779296875
2022-10-18 16:02:00+00:00,19374.16015625,1307.650634765625
2022-10-18 16:03:00+00:00,19371.951171875,1307.6318359375
2022-10-18 16:04:00+00:00,19374.365234375,1307.7369384765625
2022-10-18 16:05:00+00:00,19379.443359375,1307.697265625
2022-10-18 16:06:00+00:00,19378.693359375,1307.6046142578125
2022-10-18 16:07:00+00:00,19380.357421875,1307.6397705078125
2022-10-18 16:08:00+00:00,19374.1171875,1307.35400390625
2022-10-18 16:10:00+00:00,19387.9765625,1308.6029052734375
2022-10-18 16:11:00+00:00,19392.32421875,1309.0341796875
2022-10-18 16:13:00+00:00,19396.0390625,1309.8759765625
2022-10-18 16:14:00+00:00,19398.66796875,1310.4580078125
2022-10-18 16:15:00+00:00,19398.80859375,1310.456298828125
2022-10-18 16:16:00+00:00,19402.005859375,1310.693603515625
2022-10-18 16:17:00+00:00,19398.927734375,1310.103515625
2022-10-18 16:18:00+00:00,19402.783203125,1310.58349609375
2022-10-18 16:19:00+00:00,19414.482421875,1310.817138671875
2022-10-18 16:20:00+00:00,19419.017578125,1311.015869140625
2022-10-18 16:21:00+00:00,19412.8515625,1310.4521484375
2022-10-18 16:22:00+00:00,19410.994140625,1310.181640625
2022-10-18 16:23:00+00:00,19403.412109375,1309.457275390625
2022-10-18 16:25:00+00:00,19402.09765625,1309.5811767578125
2022-10-18 16:26:00+00:00,19388.91796875,1308.804443359375
2022-10-18 16:27:00+00:00,19387.673828125,1308.758056640625
2022-10-18 16:28:00+00:00,19381.595703125,1308.5831298828125
2022-10-18 16:29:00+00:00,19382.85546875,1308.6734619140625
2022-10-18 16:30:00+00:00,19381.4140625,1308.51806640625
2022-10-18 16:31:00+00:00,19383.908203125,1308.6434326171875
2022-10-18 16:32:00+00:00,19383.1484375,1308.4927978515625
2022-10-18 16:33:00+00:00,19382.212890625,1308.48486328125
2022-10-18 16:34:00+00:00,19386.5,1308.8223876953125
2022-10-18 16:35:00+00:00,19389.216796875,1308.8836669921875
2022-10-18 16:36:00+00:00,19391.802734375,1309.30615234375
2022-10-18 16:37:00+00:00,19391.802734375,1309.2982177734375
2022-10-18 16:38:00+00:00,19404.052734375,1310.0107421875
2022-10-18 16:40:00+00:00,19414.546875,1310.817138671875
2022-10-18 16:41:00+00:00,19414.45703125,1310.72802734375
2022-10-18 16:42:00+00:00,19413.962890625,1310.7410888671875
2022-10-18 16:43:00+00:00,19414.845703125,1310.7578125
2022-10-18 16:44:00+00:00,19422.259765625,1311.1192626953125
2022-10-18 16:45:00+00:00,19419.318359375,1311.033935546875
2022-10-18 16:46:00+00:00,19412.08203125,1310.5045166015625
2022-10-18 16:47:00+00:00,19409.533203125,1310.160400390625
2022-10-18 16:48:00+00:00,19408.943359375,1310.053466796875
2022-10-18 16:49:00+00:00,19405.275390625,1309.8848876953125
2022-10-18 16:50:00+00:00,19409.294921875,1309.9755859375
2022-10-18 16:51:00+00:00,19410.40234375,1310.1329345703125
2022-10-18 16:52:00+00:00,19419.28515625,1310.5845947265625
2022-10-18 16:53:00+00:00,19420.6875,1310.6783447265625
2022-10-18 16:54:00+00:00,19420.953125,1310.7421875
2022-10-18 16:55:00+00:00,19421.5234375,1310.9439697265625
2022-10-18 16:56:00+00:00,19426.078125,1311.224853515625
2022-10-18 16:57:00+00:00,19427.849609375,1311.326171875
2022-10-18 16:58:00+00:00,19426.94140625,1311.3037109375
2022-10-18 16:59:00+00:00,19422.89453125,1311.03759765625
2022-10-18 17:01:00+00:00,19420.0703125,1310.9443359375
2022-10-18 17:02:00+00:00,19412.462890625,1310.0758056640625
2022-10-18 17:03:00+00:00,19414.205078125,1310.0833740234375
2022-10-18 17:04:00+00:00,19408.69140625,1309.456787109375
2022-10-18 17:05:00+00:00,19403.35546875,1308.8265380859375
2022-10-18 17:07:00+00:00,19395.951171875,1308.50390625
2022-10-18 17:08:00+00:00,19395.142578125,1308.336181640625
2022-10-18 17:10:00+00:00,19396.7578125,1308.596923828125
2022-10-18 17:11:00+00:00,19399.984375,1308.4127197265625
2022-10-18 17:12:00+00:00,19399.533203125,1308.66845703125
2022-10-18 17:13:00+00:00,19401.994140625,1308.8721923828125
2022-10-18 17:14:00+00:00,19400.822265625,1308.7730712890625
2022-10-18 17:16:00+00:00,19405.09375,1309.175537109375
2022-10-18 17:17:00+00:00,19405.716796875,1309.3621826171875
2022-10-18 17:19:00+00:00,19405.396484375,1309.38427734375
2022-10-18 17:20:00+00:00,19403.125,1309.18603515625
2022-10-18 17:21:00+00:00,19404.11328125,1309.2294921875
2022-10-18 17:22:00+00:00,19405.23828125,1309.196044921875
2022-10-18 17:23:00+00:00,19405.775390625,1309.1114501953125
2022-10-18 17:24:00+00:00,19404.052734375,1308.920166015625
2022-10-18 17:25:00+00:00,19402.015625,1308.7244873046875
2022-10-18 17:26:00+00:00,19401.9609375,1308.6466064453125
2022-10-18 17:27:00+00:00,19403.59765625,1308.7042236328125
2022-10-18 17:28:00+00:00,19407.40625,1308.77197265625
2022-10-18 17:29:00+00:00,19409.69921875,1308.880615234375
2022-10-18 17:30:00+00:00,19408.259765625,1308.7701416015625
2022-10-18 17:31:00+00:00,19411.416015625,1308.8760986328125
2022-10-18 17:32:00+00:00,19411.916015625,1309.04541015625
2022-10-18 17:33:00+00:00,19412.724609375,1309.3701171875
2022-10-18 17:34:00+00:00,19416.931640625,1310.03271484375
2022-10-18 17:35:00+00:00,19423.986328125,1311.00927734375
2022-10-18 17:37:00+00:00,19425.4765625,1310.994140625
2022-10-18 17:38:00+00:00,19429.869140625,1311.4644775390625
2022-10-18 17:40:00+00:00,19428.720703125,1311.3597412109375
2022-10-18 17:41:00+00:00,19431.212890625,1311.3948974609375
2022-10-18 17:42:00+00:00,19429.08203125,1311.2213134765625
2022-10-18 17:43:00+00:00,19423.138671875,1311.1328125
2022-10-18 17:44:00+00:00,19420.69921875,1310.9381103515625
2022-10-18 17:45:00+00:00,19418.892578125,1310.744873046875
2022-10-18 17:46:00+00:00,19417.822265625,1310.602294921875
2022-10-18 17:47:00+00:00,19416.376953125,1310.4278564453125
2022-10-18 17:48:00+00:00,19408.16796875,1309.8709716796875
2022-10-18 17:49:00+00:00,19407.47265625,1309.8680419921875
2022-10-18 17:50:00+00:00,19404.0,1309.55810546875
2022-10-18 17:51:00+00:00,19405.203125,1309.6488037109375
2022-10-18 17:52:00+00:00,19405.326171875,1309.63671875
2022-10-18 17:53:00+00:00,19408.26953125,1309.8507080078125
2022-10-18 17:55:00+00:00,19407.876953125,1309.783935546875
2022-10-18 17:56:00+00:00,19404.005859375,1309.5086669921875
2022-10-18 17:57:00+00:00,19405.26953125,1309.5467529296875
2022-10-18 17:58:00+00:00,19404.203125,1309.3538818359375
2022-10-18 17:59:00+00:00,19405.310546875,1309.3330078125
2022-10-18 18:01:00+00:00,19407.533203125,1309.513671875
2022-10-18 18:02:00+00:00,19409.869140625,1309.6524658203125
2022-10-18 18:03:00+00:00,19410.607421875,1309.7261962890625
2022-10-18 18:04:00+00:00,19409.568359375,1309.711669921875
2022-10-18 18:05:00+00:00,19401.201171875,1308.94970703125
2022-10-18 18:06:00+00:00,19401.9765625,1308.8515625
2022-10-18 18:07:00+00:00,19401.9453125,1308.9188232421875
2022-10-18 18:08:00+00:00,19400.0,1308.61376953125
2022-10-18 18:09:00+00:00,19400.427734375,1308.8995361328125
2022-10-18 18:10:00+00:00,19405.16796875,1309.2978515625
2022-10-18 18:11:00+00:00,19406.90625,1309.33203125
2022-10-18 18:12:00+00:00,19407.111328125,1309.4896240234375
2022-10-18 18:13:00+00:00,19409.4921875,1309.6741943359375
2022-10-18 18:14:00+00:00,19408.115234375,1309.64892578125
2022-10-18 18:15:00+00:00,19412.09375,1309.7994384765625
2022-10-18 18:16:00+00:00,19409.45703125,1309.70751953125
2022-10-18 18:17:00+00:00,19404.28125,1309.37109375
2022-10-18 18:19:00+00:00,19409.61328125,1309.5614013671875
2022-10-18 18:20:00+00:00,19406.861328125,1309.5616455078125
2022-10-18 18:21:00+00:00,19403.119140625,1309.30517578125
2022-10-18 18:22:00+00:00,19400.009765625,1308.9437255859375
2022-10-18 18:23:00+00:00,19395.208984375,1308.8974609375
2022-10-18 18:25:00+00:00,19398.2578125,1309.1334228515625
2022-10-18 18:26:00+00:00,19398.654296875,1309.1612548828125
2022-10-18 18:27:00+00:00,19396.884765625,1308.9637451171875
2022-10-18 18:28:00+00:00,19394.37109375,1308.857421875
2022-10-18 18:29:00+00:00,19397.62109375,1309.1328125
2022-10-18 18:30:00+00:00,19400.44140625,1309.3367919921875
2022-10-18 18:31:00+00:00,19400.44140625,1309.3431396484375
2022-10-18 18:32:00+00:00,19401.03125,1309.3465576171875
2022-10-18 18:34:00+00:00,19396.00390625,1308.937744140625
2022-10-18 18:35:00+00:00,19388.97265625,1308.0562744140625
2022-10-18 18:37:00+00:00,19386.703125,1307.513916015625
2022-10-18 18:38:00+00:00,19370.806640625,1305.9393310546875
2022-10-18 18:39:00+00:00,19370.23046875,1305.6326904296875
2022-10-18 18:40:00+00:00,19355.611328125,1304.5509033203125
2022-10-18 18:41:00+00:00,19358.65625,1304.66845703125
2022-10-18 18:42:00+00:00,19354.05859375,1304.4495849609375
2022-10-18 18:43:00+00:00,19352.97265625,1304.2108154296875
2022-10-18 18:44:00+00:00,19348.90234375,1303.99072265625
2022-10-18 18:45:00+00:00,19340.904296875,1303.2257080078125
2022-10-18 18:46:00+00:00,19317.556640625,1301.1279296875
2022-10-18 18:47:00+00:00,19301.341796875,1298.04345703125
2022-10-18 18:49:00+00:00,19299.232421875,1297.548828125
2022-10-18 18:50:00+00:00,19279.498046875,1295.9075927734375
2022-10-18 18:52:00+00:00,19269.00390625,1295.3343505859375
2022-10-18 18:53:00+00:00,19255.2421875,1294.2119140625
2022-10-18 18:55:00+00:00,19240.42578125,1294.3533935546875
2022-10-18 18:56:00+00:00,19229.857421875,1293.656494140625
2022-10-18 18:57:00+00:00,19228.607421875,1293.6165771484375
2022-10-18 18:58:00+00:00,19230.484375,1293.699462890625
2022-10-18 18:59:00+00:00,19227.22265625,1293.7008056640625
2022-10-18 19:01:00+00:00,19233.224609375,1293.95947265625
2022-10-18 19:02:00+00:00,19222.091796875,1292.9134521484375
2022-10-18 19:03:00+00:00,19223.580078125,1292.474609375
2022-10-18 19:04:00+00:00,19202.830078125,1291.9996337890625
2022-10-18 19:05:00+00:00,19203.8671875,1292.3104248046875
2022-10-18 19:07:00+00:00,19211.24609375,1292.8299560546875
2022-10-18 19:08:00+00:00,19209.37890625,1292.681396484375
2022-10-18 19:09:00+00:00,19200.748046875,1292.5802001953125
2022-10-18 19:10:00+00:00,19192.28515625,1292.5413818359375
2022-10-18 19:11:00+00:00,19189.146484375,1292.603759765625
2022-10-18 19:13:00+00:00,19181.642578125,1292.6021728515625
2022-10-18 19:14:00+00:00,19176.48046875,1292.40185546875
2022-10-18 19:15:00+00:00,19179.25,1292.454345703125
2022-10-18 19:16:00+00:00,19165.41796875,1292.0533447265625
2022-10-18 19:17:00+00:00,19156.76953125,1291.66064453125
2022-10-18 19:19:00+00:00,19161.521484375,1292.6060791015625
2022-10-18 19:20:00+00:00,19169.244140625,1293.1607666015625
2022-10-18 19:21:00+00:00,19167.33203125,1292.854248046875
2022-10-18 19:22:00+00:00,19167.40625,1292.8568115234375
2022-10-18 19:23:00+00:00,19154.048828125,1291.7420654296875
2022-10-18 19:25:00+00:00,19153.68359375,1291.8924560546875
2022-10-18 19:26:00+00:00,19152.921875,1292.2294921875
2022-10-18 19:27:00+00:00,19150.83984375,1292.15771484375
2022-10-18 19:28:00+00:00,19144.76953125,1291.9005126953125
2022-10-18 19:29:00+00:00,19145.197265625,1292.04150390625
2022-10-18 19:31:00+00:00,19153.53125,1292.5728759765625
2022-10-18 19:32:00+00:00,19167.52734375,1293.193115234375
2022-10-18 19:33:00+00:00,19177.568359375,1294.146240234375
2022-10-18 19:34:00+00:00,19190.021484375,1294.78857421875
2022-10-18 19:35:00+00:00,19196.111328125,1295.6488037109375
2022-10-18 19:36:00+00:00,19192.912109375,1295.4300537109375
2022-10-18 19:37:00+00:00,19192.58984375,1295.636962890625
2022-10-18 19:38:00+00:00,19187.462890625,1295.5599365234375
2022-10-18 19:39:00+00:00,19189.529296875,1295.724609375
2022-10-18 19:40:00+00:00,19191.92578125,1296.0902099609375
2022-10-18 19:41:00+00:00,19195.662109375,1296.288330078125
2022-10-18 19:42:00+00:00,19195.6796875,1296.3404541015625
2022-10-18 19:43:00+00:00,19199.009765625,1296.7066650390625
2022-10-18 19:44:00+00:00,19204.2890625,1297.173095703125
2022-10-18 19:45:00+00:00,19206.345703125,1297.3695068359375
2022-10-18 19:46:00+00:00,19211.623046875,1297.667236328125
2022-10-18 19:47:00+00:00,19210.376953125,1297.7254638671875
2022-10-18 19:48:00+00:00,19210.72265625,1297.800048828125
2022-10-18 19:49:00+00:00,19211.599609375,1297.8507080078125
2022-10-18 19:50:00+00:00,19211.146484375,1298.048583984375
2022-10-18 19:51:00+00:00,19213.15625,1298.5927734375
2022-10-18 19:52:00+00:00,19214.888671875,1298.915771484375
2022-10-18 19:53:00+00:00,19214.302734375,1299.126220703125
2022-10-18 19:55:00+00:00,19215.1171875,1299.3067626953125
2022-10-18 19:56:00+00:00,19209.595703125,1299.1478271484375
2022-10-18 19:57:00+00:00,19209.64453125,1298.73779296875
2022-10-18 19:58:00+00:00,19205.775390625,1298.501708984375
2022-10-18 19:59:00+00:00,19208.56640625,1298.5968017578125
2022-10-18 20:00:00+00:00,19211.7421875,1298.94189453125
2022-10-18 20:01:00+00:00,19214.466796875,1299.201416015625
2022-10-18 20:02:00+00:00,19222.169921875,1299.96337890625
2022-10-18 20:03:00+00:00,19227.310546875,1300.445068359375
2022-10-18 20:04:00+00:00,19230.640625,1300.7938232421875
2022-10-18 20:05:00+00:00,19257.435546875,1303.855712890625
2022-10-18 20:07:00+00:00,19255.80078125,1303.9757080078125
2022-10-18 20:08:00+00:00,19270.994140625,1305.2884521484375
2022-10-18 20:09:00+00:00,19268.427734375,1304.723388671875
2022-10-18 20:10:00+00:00,19265.51953125,1304.73828125
2022-10-18 20:11:00+00:00,19267.9296875,1305.2916259765625
2022-10-18 20:13:00+00:00,19268.138671875,1305.45751953125
2022-10-18 20:14:00+00:00,19268.416015625,1305.5831298828125
2022-10-18 20:15:00+00:00,19266.173828125,1305.2415771484375
2022-10-18 20:16:00+00:00,19263.640625,1304.8719482421875
2022-10-18 20:17:00+00:00,19265.59375,1304.904541015625
2022-10-18 20:19:00+00:00,19274.42578125,1305.4183349609375
2022-10-18 20:20:00+00:00,19288.078125,1306.0899658203125
2022-10-18 20:21:00+00:00,19289.662109375,1306.1212158203125
2022-10-18 20:22:00+00:00,19292.7421875,1306.1292724609375
2022-10-18 20:23:00+00:00,19293.298828125,1305.8218994140625
2022-10-18 20:24:00+00:00,19293.0546875,1306.0601806640625
2022-10-18 20:25:00+00:00,19292.578125,1306.15087890625
2022-10-18 20:26:00+00:00,19292.859375,1306.169189453125
2022-10-18 20:27:00+00:00,19292.9140625,1306.201904296875
2022-10-18 20:28:00+00:00,19292.15234375,1306.1070556640625
2022-10-18 20:29:00+00:00,19291.97265625,1306.0147705078125
2022-10-18 20:31:00+00:00,19293.7421875,1306.21044921875
2022-10-18 20:32:00+00:00,19294.8828125,1306.5369873046875
2022-10-18 20:34:00+00:00,19296.7265625,1306.75390625
2022-10-18 20:35:00+00:00,19296.51953125,1307.307861328125
2022-10-18 20:36:00+00:00,19296.68359375,1307.2274169921875
2022-10-18 20:37:00+00:00,19296.689453125,1307.2557373046875
2022-10-18 20:38:00+00:00,19296.572265625,1307.1231689453125
2022-10-18 20:40:00+00:00,19296.349609375,1307.049072265625
